$id,event,postEvent,effect:CHR,effect:INT,effect:STR,effect:MNY,effect:SPR,effect:LIF,effect:AGE,NoRandom,include,exclude,branch[],branch[],branch[]
10540,你们把座位布置成了法庭，举行了一场模拟辩论。,,,,,,,,,,EVT?[10011],EVT?[10540],,,
10541,你上了一个著名的贵族中学。,,,,,,,,,,(MNY>7)&(EVT?[10011]),EVT?[10541],,,
10542,你上了一个普通的中学。,,,,,,,,,,(MNY<8)&(EVT?[10011]),EVT?[10542],,,
10543,你的课业很重，学校里的活动也很多，生活非常充实。,,,,,,,,,,EVT?[10541],EVT?[10543],,,
10544,课业很轻松，几乎没有作业，每天下午放学就有各种活动。,,,,,,,,,,EVT?[10542],EVT?[10544],,,
10545,你很喜欢放学或周末在学校玩滑雪和曲棍球。,,,,1,,,,,,(STR>2)&(EVT?[10541]),EVT?[10545],,,
10546,你在学校学会了骑马和高尔夫。,,,,1,,,,,,(INT>2)&(STR>2)&(EVT?[10541]),EVT?[10546],,,
10547,你中午经常在图书馆和另外两个华裔同学一起学习。,,,,,,,,,,EVT?[10541],EVT?[10547],,,
10548,你的同班同学中有著名明星的女儿、著名银行家的小儿子。,,,,,,,,,,EVT?[10541],"EVT?[10548,10549,10550]",,,
10549,你的同班同学中有著名球星的儿子。,,,,,,,,,,EVT?[10541],"EVT?[10548,10549,10550]",,,
10550,你的同班同学中有著名政客的女儿和某小国皇室的王子。,,,,,,,,,,EVT?[10541],"EVT?[10548,10549,10550]",,,
10551,虽然课余活动很丰富，不过同学们学习都很认真。,,,,,,,,,,EVT?[10541],EVT?[10551],,,
10552,学校组织了一场去欧洲的旅行。,,,,,,1,,,,EVT?[10541],EVT?[10552],,,
10553,你参演了一场戏剧演出。,,,,,,,,,,EVT?[10011],EVT?[10553],,,
10554,同学们大多自信幽默大方，平易近人。你和他们相处融洽。,,,,,,1,,,,EVT?[10541],EVT?[10554],,,
10555,回到家父母会给你额外的学习任务。,,,1,,,-1,,,,EVT?[10011],EVT?[10555],,,
10556,你家的扫地机器人坏了，你自己制作了一个。,,,,,,,,,,(MNY>2)&(INT>7)&(EVT?[10011]),EVT?[10556],,,
10557,你经常晚上去学校天文台用望远镜看星星。,,,,,,,,,,EVT?[10011],EVT?[10557],MNY>7:20557,,
20557,你父母在家给你买了一台天文望远镜。,,,,,,,,,1,,,,,
10558,你参加了学校的舞会。,,,,,,,,,,EVT?[10011],EVT?[10558],CHR>7:20558,,
20558,你过人的颜值和舞技让你成为万众瞩目。,,,,,,1,,,1,,,,,
10559,很多同学找你求交往。,,,,,,,,,,EVT?[20558],EVT?[10559],,,
10560,不少同学找你求交往。,,,,,,,,,,(TLT?[1028])&(EVT?[10011]),EVT?[10560],,,
10561,你谈了一个女朋友。,,,,,,1,,,,"(EVT?[10011])&((EVT?[10001,10110,10111])|(TLT?[1026]))",(EVT?[10561])|(TLT?[1027])|((EVT?[10001])&(TLT?[1026])),,,
10562,你谈了一个男朋友。,,,,,,1,,,,"(EVT?[10011])&((EVT?[10002,10110,10111])|(TLT?[1026]))",(EVT?[10562])|(TLT?[1027])|((EVT?[10002])&(TLT?[1026])),,,
10563,学校生活很快乐，每天大多数时间都在玩。,,,,,,1,,,,EVT?[10542],EVT?[10563],,,
10564,一个从中国转学来的同学说，这里的考试比中国简单多了。,,,,,,,,,,EVT?[10542],EVT?[10564],,,
10565,学校举办为期一学期的模拟创业活动。,,,,,,,,,,EVT?[10011],EVT?[10565],(MNY>7)&(INT>7):20565,,
20565,你的创业最成功。,,,,,,1,,,1,,,,,
10566,美国总统来你们学校演讲。,,,,,,,,,,EVT?[10541],EVT?[10566],,,
10567,你们学校新开设了保龄球选修课。,,,,,,,,,,EVT?[10011],EVT?[10567],,,
10568,这次期末考试很难。,你考得一般。,,,,,,,,,EVT?[10541],EVT?[10568],INT<3:20568,,INT>8:20569
20568,你考得很差。,,,,,,-1,,,1,,,,,
20567,你遭到了枪击。,,,,,,,,,,EVT?[10011],"(TLT?[1072])|(EVT?[10578,10682])",EVT?[10011]:10000,,
20569,但你还是考了第一。,,,,,,,,,1,,,,,
10569,你在学校选修了日语。,,,,,,,,,,"(EVT?[10011])&(EVT?[10007,10008])",EVT?[10569],,,
10570,教室里有个浴缸，经常有同学躺在浴缸里听课。,,,,,,,,,,EVT?[10542],EVT?[10570],,,
10571,美术和音乐教室里的地毯非常好看。,,,,,,,,,,EVT?[10542],EVT?[10571],,,
10572,学校要求每个同学自带平板电脑。,,,,,,,,,,EVT?[10542],EVT?[10572],MNY<3:20572,,
20572,你父母忍痛给你买了一个。,,,,,,,,,1,,,,,
10573,教室里有很多金鱼，每人都认养了一只。,,,,,,,,,,EVT?[10542],EVT?[10573],,,
10574,你父母拿了份中国中考数学卷给你做。,你觉得有些难。,,,,,,,,,EVT?[10011],EVT?[10574],INT<7:20574,,INT>8:20575
20574,你感觉非常难。,,,,,,,,,1,,,,,
20575,虽然比平时做的难，但还是都做出来了。,,,,,,,,,1,,,,,
10575,据说附近发生了一起枪击案。,,,,,,-1,,,,EVT?[10542],EVT?[10575],TLT?[1108]:20573,,
20573,好奇心使你试探着寻找凶手，但一无所获。,,,,,,,,,1,,,,,
10576,你在上学路上遭遇了枪击。,,,,,,-1,,,,EVT?[10505],TLT?[1072],STR>9:20576,,EVT?[10505]:10000
20576,你身手敏捷，侥幸逃得一命。,,,,,,,,,1,,,,,
10577,你在上学路上看到很多流浪汉和瘾君子。,,,,,,,,,,EVT?[10505],EVT?[10577],TLT?[1108]:20577,,
20577,你上去挑衅他们，被一群人持械围殴。,,,,,,,,,1,,,EVT?[10505]:10000,,
10578,你跟随父母回中国了。,,,,,,,,,,(INT<7)&(EVT?[10542]),TLT?[1073],,,
10579,你考上了世界名校。,,,,,,,,,,EVT?[10011],"EVT?[10579,10578]",,,
10580,你考上了哈佛大学。,,,,,,,,,,(INT>8)&(EVT?[10011]),EVT?[10580],,,
20580,你考上了哈佛大学。,,,,,,,,,,(TLT?[1073])&(INT>5)&(EVT?[10011]),,,,
10581,你考上了耶鲁大学。,,,,,,,,,,(INT>8)&(EVT?[10011]),EVT?[10581],,,
10582,你考上了麻省理工大学。,,,,,,,,,,(INT>8)&(EVT?[10011]),EVT?[10582],,,
10583,你考上了加州伯克利。,,,,,,,,,,(INT>8)&(EVT?[10011]),EVT?[10583],,,
10584,你考上了斯坦福大学。,,,,,,,,,,(INT>8)&(EVT?[10011]),EVT?[10584],,,
10585,你的一个熟悉的同学因为压力太大退学了。,,,,,,,,,,"EVT?[10579,10580,10581,10582,10583,10584]",EVT?[10585],,,
10586,你以留学生身份被清华大学录取。,,,,,,,,,,EVT?[10578],(EVT?[10586])|(TLT?[1107]),,,
10587,你以留学生身份被北京大学录取。,,,,,,,,,,EVT?[10578],EVT?[10587],,,
10588,无事发生。,,,,,,,,,,TLT?[1103],,,,
10589,无事发生。,,,,,,,,,,TLT?[1105],,,,
10590,时间跳跃。,,,,,,,,,,TLT?[1104],,,,
10591,你第一次吃肯德基。,,,,,,,,,,(MNY<6)&(EVT?[10009]),(TLT?[1106])|(MNY<2)|(EVT?[10591]),,,
10592,你家比较穷，经常只能吃麦当劳等垃圾食品。,,,,-1,,,,,,(MNY<6)&(EVT?[10011]),(TLT?[1106])|(EVT?[10592]),,,
10593,你几乎每天都在图书馆学习到半夜。,,,,,,,,,,"EVT?[10579,10580,10581,10582,10583,10584]",EVT?[10593],,,
10594,圣诞节，有学生制造出了无人机雪橇派送礼物。,,,,,,,,,,"EVT?[10579,10580,10581,10582,10583,10584]",EVT?[10594],,,
10595,你在舞会上结识了一个漂亮的女生。,你们谈了一阵子恋爱后分手了。,,,,,,,,,"(EVT?[10579,10580,10581,10582,10583,10584,10586,10587])&((EVT?[10001,10110,10111])|(TLT?[1026]))","(EVT?[10595,10596])|(TLT?[1027])|((EVT?[10001])&(TLT?[1026]))",CHR>7:20596,,
10596,你在舞会上结识了一个帅气的男生。,你们谈了一阵子恋爱后分手了。,,,,,,,,,"(EVT?[10579,10580,10581,10582,10583,10584,10586,10587])&((EVT?[10002,10110,10111])|(TLT?[1026]))","(EVT?[10596,10595])|(TLT?[1027])|((EVT?[10002])&(TLT?[1026]))",CHR>7:20596,,
20596,很快你们便确定了关系。,,,,,,,,,1,,,,,
10597,你去友校做了一年交换生。,,,,,,,,,,"EVT?[10579,10580,10581,10582,10583,10584]",EVT?[10597],,,
10598,学习压力很大，你向学校心理咨询处咨询。,,,,,,-1,,,,"EVT?[10579,10580,10581,10582,10583,10584]",EVT?[10598],,,
10599,实验项目繁多，论文你总是卡着时间才写完。,,,,,,,,,,"EVT?[10579,10580,10581,10582,10583,10584]",EVT?[10599],,,
10600,你总会抽时间去健身房，保证身体健康。,,,,,,,,,,"EVT?[10579,10580,10581,10582,10583,10584]",EVT?[10600],,,
10601,一个从中国来的同学比你还忙，因为他还要抽时间打工。,,,,,,,,,,"EVT?[10579,10580,10581,10582,10583,10584]",EVT?[10601],,,
10602,你拿到了奖学金。,,,,,,,,,,"EVT?[10579,10580,10581,10582,10583,10584]",EVT?[10602],,,
10603,你的生日派对有很多朋友来参加。,,,,,,,,,,"(CHR>3)&(EVT?[10579,10580,10581,10582,10583,10584])",EVT?[10603],,,
10604,你在一个角落的墙上看到非常艺术感的涂鸦。,,,,,,,,,,"EVT?[10579,10580,10581,10582,10583,10584]",EVT?[10604],,,
10605,你阅读了很多中外的文学作品。,,,,,,,,,,"EVT?[10579,10580,10581,10582,10583,10584]",EVT?[10605],,,
10606,你对金融和计算机都十分擅长。,,,,,,,,,,"EVT?[10579,10580,10581,10582,10583,10584]",EVT?[10606],,,
10607,你前往华尔街工作，年收入约几十万刀。,,,,,1,,,,,EVT?[10606],"EVT?[10607,10608,10609]",,,
10608,你前往硅谷创业。,,,,,,,,,,"(MNY>8)&(EVT?[10606,10565])","EVT?[10607,10608,10609]",,,
10609,你在导师的实验室搞科研。,,,,,,,,,,"EVT?[10579,10580,10581,10582,10583,10584]","EVT?[10607,10608,10609]",,,
10610,你和大学对象步入了婚姻的殿堂。,,,,,,1,,,,EVT?[20596],"EVT?[10610,10611,10612]",,,
10611,你和一个同事结婚了。,,,,,,1,,,,EVT?[10606],"(EVT?[10611,10610,11232,10612,20596])|(TLT?[1027])",,,
10612,你和一个你很满意的对象结婚了。,,,,,,1,,,,"EVT?[10579,10580,10581,10582,10583,10584]","(EVT?[10612,11232,10610,10611])|(TLT?[1027])",,,
10613,有家里的资金和人脉支持，你的创业非常成功。,,,,,,,,,,EVT?[10608],EVT?[10613],,,
10614,你结识了许多同学和父母介绍的商业伙伴。,,,,,,,,,,"EVT?[10608,10607]",EVT?[10614],,,
10615,你非常努力，在社交之中成长很快。,,,,,,,,,,"EVT?[10608,10607]",EVT?[10615],,,
10616,你的公司越做越大，完成了多轮融资，用户数也突破了千万。,,,,,1,,,,,EVT?[10608],EVT?[10616],,,
10617,你的公司产品用户数破百万。,,,,,,,,,,EVT?[10608],EVT?[10617],,,
10618,你请了几位中学大学时的朋友加入你的公司。,,,,,,,,,,EVT?[10608],EVT?[10618],,,
10619,你的公司产品用户数破亿。,,,,,,,,,,EVT?[10608],EVT?[10619],,,
10620,你的公司上市了。,,,,,1,,,,,EVT?[10608],EVT?[10620],,,
10621,你的孩子出生了。,,,,,,,,,,"EVT?[10610,10611,10612]","(EVT?[10621])|(TLT?[1041,1046])",,,
10622,你的爱人也来你的公司工作。,,,,,,,,,,EVT?[10608],(EVT?[10622])|(TLT?[1027]),,,
10623,你买了几辆数百万、上千万的豪车。,,,,,,,,,,EVT?[10608],EVT?[10623],,,
10624,你在几座大城市都购入了豪宅，还买了海边别墅。,,,,,,,,,,EVT?[10608],EVT?[10624],,,
20625,性格使然，你在网上秀优越，还发布一些挑衅言论。,,,,,,,,,1,,,,,
10625,你被福布斯评为美国最年轻的百亿富豪排名第一。,,,,,,,,,,EVT?[10608],EVT?[10625],TLT?[1108]:20625,,
10626,你创立了好几家公司。,,,,,,,,,,EVT?[10608],EVT?[10626],,,
10627,你不再直接参与公司决策，退居幕后。,,,,,,,,,,EVT?[10608],EVT?[10627],,,
10628,你收购了好几家创业公司。,,,,,,,,,,EVT?[10608],EVT?[10628],,,
10629,你开始投资房地产。,,,,,,,,,,EVT?[10608],EVT?[10629],,,
10630,你开始投资AI、VR和游戏。,,,,,,,,,,EVT?[10608],EVT?[10630],,,
10631,你开始投资动漫产业。,,,,,,,,,,"(EVT?[10608])&(EVT?[10007,10008])",EVT?[10631],,,
10632,你开始投资体育、影视产业。,,,,,,,,,,EVT?[10608],EVT?[10632],,,
10633,你像你父母一样给了孩子最丰厚的条件。,,,,,,,,,,EVT?[10621],EVT?[10633],,,
10634,你希望孩子未来和你一样努力成为精英。,,,,,,,,,,EVT?[10621],EVT?[10634],,,
10635,你被评为本世代十大科技人物。,,,,,,,,,,EVT?[10608],EVT?[10635],,,
10636,你的工作现在很轻松，大多数时间都在家带娃。,,,,,,,,,,(EVT?[10608])&(EVT?[10621]),EVT?[10636],,,
10637,你们一家搬家到了瑞士。,,,,,,,,,,EVT?[10608],EVT?[10637],,,
10638,虚拟现实技术已经非常成熟，你玩的兴趣不大。,,,,,,,,,,EVT?[10608],EVT?[10638],,,
10639,你们家每年光保险开销就比普通美国人一辈子的收入还多。,,,,,,,,,,EVT?[10608],EVT?[10639],,,
10640,你们一家去了欧洲各国旅游。,,,,,,,,,,EVT?[10608],EVT?[10640],,,
10641,你们一家去了澳大利亚和新西兰旅游。,,,,,,,,,,EVT?[10608],EVT?[10641],,,
10642,你们一家去了东南亚旅游。,,,,,,,,,,EVT?[10608],EVT?[10642],,,
10643,你们一家去了埃及和阿联酋旅游。,,,,,,,,,,EVT?[10608],EVT?[10643],,,
10644,你们一家去了夏威夷旅游。,,,,,,,,,,EVT?[10608],EVT?[10644],,,
10645,你们一家去了中国旅游。,,,,,,,,,,"EVT?[10608,10607]",EVT?[10645],,,
10646,你成为了世界首富。,,,,,,1,,,,EVT?[10608],EVT?[10646],,,
10647,你的孩子也上了世界名校。,,,,,,,,,,EVT?[10621],EVT?[10647],TLT?[1108]:20647,,
20647,你有次在网上骂战，不小心暴露孩子考上名校是通过你的关系。,丑闻发酵，你的孩子被退学。,,,,,-1,,,1,,,,,
10648,你到东京大学、清华大学、香港大学等学府演讲《我的努力》。,,,,,,,,,,EVT?[10608],EVT?[10648],,,
10649,父亲去世。,,,,,,,,,,EVT?[10011],"EVT?[10649,10651]",,,
10650,母亲去世。,,,,,,,,,,EVT?[10011],"EVT?[10650,10652]",,,
10651,父亲因心脏病去世。,,,,,,,,,,EVT?[10011],"(EVT?[10651,10649])|(TLT?[1044])",,,
10652,母亲因心血管疾病去世。,,,,,,,,,,EVT?[10011],"(EVT?[10652,10650])|(TLT?[1044])",,,
10653,爱人因病去世。,,,,,,,,,,"EVT?[10610,10611,10612]",EVT?[10653],,,
10654,你的孙儿出生了。,,,,,,,,,,EVT?[10621],EVT?[10654],,,
10655,你住在庄园里，围绕着最新科技，过着养老生活。,,,,,,,,,,EVT?[10608],EVT?[10655],,,
10656,你因病医治无效去世。,,,,,,,,,,EVT?[10011],TLT?[1048],EVT?[10011]:10000,,
10657,你在睡梦中安然离世。,,,,,,,,,,EVT?[10011],TLT?[1048],EVT?[10011]:10000,,
10658,你财务自由，购买了名车和豪宅。,,,,,,,,,,EVT?[10607],EVT?[10658],,,
10659,你申请了死后冷冻尸体的服务，希望有朝一日能复活。,,,,,,,,,,"EVT?[10608,10607]",EVT?[10659],TLT?[1108]:20659,,
20659,但你生前得罪了不少人，你的申请被一再延迟。,,,,,,,,,1,,,,,
10660,你的实验不太顺利。,,,,,,-1,,,,EVT?[10609],,,,
10661,老板对你很严格，但是也很关心你。,,,,,,,,,,EVT?[10609],EVT?[10661],,,
10662,你的学术和实验水平进一步提高。,,,1,,,,,,,EVT?[10609],,,,
10663,你废寝忘食，几乎住在实验室里。,,,,-1,,,,,,EVT?[10609],EVT?[10663],,,
10664,你的实验取得了突破。,,,,,,,,,,EVT?[10609],EVT?[10664],,,
10665,你一年内发表了多篇SCI。,,,,,,,,,,EVT?[10609],EVT?[10665],,,
10666,你和老板发表了一篇Nature。,,,,,,,,,,EVT?[10609],EVT?[10666],,,
10667,你留校担任助教。,,,,,,,,,,EVT?[10609],EVT?[10667],,,
10668,你处于做实验和发paper的无尽循环中。,,,,,,,,,,EVT?[10609],,,,
10669,你担任副教授。,,,,,,,,,,EVT?[10609],EVT?[10669],,,
10670,你发表一篇一作Nature。,,,,,,,,,,EVT?[10609],EVT?[10670],,,
10671,你被母校聘为正教授。,,,,,,,,,,EVT?[10669],EVT?[10671],,,
10672,你被中国多所名校聘为客座教授。,,,,,,,,,,EVT?[10609],EVT?[10672],,,
10673,你获得多项大奖。,,,,,,,,,,EVT?[10609],EVT?[10673],,,
10674,你在微观粒子领域取得重要突破。,,,,,,,,,,EVT?[10609],"EVT?[10674,10675,10676]",,,
10675,你在遗传领域取得重要突破。,,,,,,,,,,EVT?[10609],"EVT?[10674,10675,10676]",,,
10676,你在材料领域取得重要突破。,,,,,,,,,,EVT?[10609],"EVT?[10674,10675,10676]",,,
10677,你成为美国科学院院士。,,,,,,,,,,EVT?[10609],EVT?[10677],,,
10678,你成为中国科学院外籍院士。,,,,,,,,,,EVT?[10609],EVT?[10678],,,
10679,你获得了诺贝尔物理学奖。,,,,,1,2,,,,EVT?[10674],EVT?[10679],,,
10680,你获得了诺贝尔生理学或医学奖。,,,,,1,2,,,,EVT?[10675],EVT?[10680],,,
10681,你获得了诺贝尔化学奖。,,,,,1,2,,,,EVT?[10676],EVT?[10681],,,
10682,你放弃美国国籍，毅然加入中国国籍前往中国的大学。,,,,,,,,,,EVT?[10609],EVT?[10682],,,
10683,你创建了一个以你名字命名的慈善基金会。,,,,,,,,,,EVT?[10608],EVT?[10683],,,
10684,你决定将你的遗产都捐赠给母校。,,,,,,,,,,EVT?[10609],"EVT?[10684,10685,10682]",,,
10685,你决定将你的遗产都捐赠给中国大学用于建设。,,,,,,,,,,EVT?[10682],"EVT?[10685,10684]",,,
10686,你的论文他引超过十万。,,,,,,,,,,EVT?[10609],EVT?[10686],,,
10687,你在世界巡回讲座。,,,,,,,,,,EVT?[10609],,,,
10688,你出版了一本教材。,,,,,,,,,,EVT?[10609],EVT?[10688],,,
10689,你出版了一本自传，介绍你的成功之路。,,,,,,,,,,EVT?[10608],EVT?[10689],,,
10690,你经常作为嘉宾出现在电视节目。,,,,,,,,,,"EVT?[10607,10608]",EVT?[10690],,,
10691,有人以你的人生为原本拍摄了电影。,,,,,,,,,,EVT?[10608],EVT?[10691],,,
10692,你的自传一直超级畅销。人们被你的努力和精神所打动。,,,,,,,,,,EVT?[10689],EVT?[10692],,,
10693,你不想死，坚持锻炼、经常体检试图延长寿命。,,,,,,,,,,"EVT?[10607,10608]",EVT?[10693],,,
10694,你的孙子被人绑架，好在成功被警察救出。,,,,,,,,,,EVT?[10654],EVT?[10694],,,
10695,英国剑桥大学吞并牛津大学。,,,,,,,,,,EVT?[10011],EVT?[10695],,,
10696,塔利班组织闪击波兰。法国宣布投降。,,,,,,,,,,EVT?[10011],EVT?[10696],,,
10697,俄罗斯宣布进入社会主义社会。,,,,,,,,,,EVT?[10011],EVT?[10697],,,
10698,日本动漫产业彻底灭亡。,,,,,,,,,,"EVT?[10011,10010]","EVT?[10698,11476]",,,
10699,日本制造出最新作战兵器：高达。,,,,,,,,,,EVT?[10011],"EVT?[10699,11476]",,,
10700,美国总统承认与外星人一直有联系。,,,,,,,,,,EVT?[10011],EVT?[10700],,,
10701,经济危机爆发。,,,,,,,,,,EVT?[10011],EVT?[10701],,,
10702,美国精英制定影视音乐作品通用评分标准，引发广泛争议。,,,,,,,,,,EVT?[10011],EVT?[10702],,,
10703,百慕大三角海底发现中国古代风格建筑。,,,,,,,,,,EVT?[10011],EVT?[10703],,,
10704,马斯克登陆火星。,,,,,,,,,,EVT?[10011],EVT?[10704],,,
10705,中国宣布同性恋为犯罪，将至少判处3年以下的有期徒刑。,,,,,,,,,,EVT?[10011],EVT?[10705],,,
10706,金正恩在朝鲜称帝，改为帝制。,,,,,,,,,,EVT?[10011],EVT?[10706],,,
10707,你学会了打麻将。,,,,,,,,,,"EVT?[10607,10608,10609]",EVT?[10707],,,
10708,你以前常去的高尔夫球场被陨石击中。,,,,,,,,,,"EVT?[10607,10608]",EVT?[10708],,,
10709,你最好的朋友去世。,,,,,,-1,,,,EVT?[10011],EVT?[10709],,,
10710,城市里到处都是全息投影。,,,,,,,,,,"EVT?[10011,10010]",EVT?[10710],,,
10711,全息投影彻底取代手机。,,,,,,,,,,EVT?[10011],EVT?[10711],,,
10712,现在可以通过植入芯片来获得一小段记忆或知识。,,,,,,,,,,EVT?[10011],EVT?[10712],,,
10713,近视已经可以轻松治愈。,,,,,,,,,,"EVT?[10011,10010]",EVT?[10713],,,
10714,计算机科学家宣称，我们生活在游戏世界中的概率为100%。,,,,,,,,,,EVT?[10011],EVT?[10714],,,
10715,你发现了大统一模型。,,,,,,,,,,EVT?[10679],EVT?[10715],,,
10716,你再次获得诺贝尔物理学奖。,,,,,,,,,,EVT?[10715],EVT?[10716],,,
10717,你感觉学校的环境各方面都不如美国好。,,,,,,,,,,"EVT?[10586,10587]",EVT?[10717],,,
10718,你对学校不太满意，但凑合着学，渐渐更多的时间用在了玩乐上。,,,,,,,,,,"EVT?[10586,10587]",EVT?[10718],,,
10719,你平时都和留学生来往，很少和普通学生交流。,,,,,,,,,,"EVT?[10586,10587]",EVT?[10719],,,
10720,据说你们的课业要求比普通学生的简单。,,,,,,,,,,"EVT?[10586,10587]",EVT?[10720],,,
10721,据说老师让很多普通学生故意挂科，保证你们留学生不至于被退学。,,,,,,,,,,"EVT?[10586,10587]",EVT?[10721],,,
10722,中国的食物你吃不习惯。,,,,,,-1,,,,"EVT?[10586,10587]",EVT?[10722],,,
10723,北京的空气和气候你很不习惯。,,,,,,-1,,,,"EVT?[10586,10587]",EVT?[10723],,,
10724,你有时翘课去北京的各景区游玩。,,,,,,,,,,"EVT?[10586,10587]",EVT?[10724],,,
10725,你的中文说的很流利。,,,,,,,,,,"EVT?[10586,10587]",EVT?[10725],,,
10726,你没有参加社团，但经常和其他留学生开party。,,,,,,,,,,"EVT?[10586,10587]",EVT?[10726],,,
10727,你有些想家。,,,,,,,,,,"EVT?[10586,10587]",EVT?[10727],,,
10728,你父母来北京看望你。,,,,,,,,,,"EVT?[10586,10587]",,,,
10729,你经常去看电影、音乐会、演唱会。,,,,,,,,,,"EVT?[10586,10587]",EVT?[10729],,,
10730,你爬了长城，感觉不怎么样，又挤又乱。,,,,,,,,,,"EVT?[10586,10587]",EVT?[10730],,,
10731,你假期去了上海和香港玩。,,,,,,1,,,,"EVT?[10586,10587]",EVT?[10731],,,
10732,你假期去西藏旅游。,,,,,,1,,,,"EVT?[10586,10587]",EVT?[10732],,,
10733,有短视频主播采访你英文水平如何，你假装是普通学生作答。,,,,,,,,,,"EVT?[10586,10587]",EVT?[10733],,,
10734,你感觉中国的高铁很方便。,,,,,,,,,,"EVT?[10586,10587]",EVT?[10734],,,
10735,你感觉中国的电子支付很方便。,,,,,,,,,,"EVT?[10586,10587]",EVT?[10735],,,
10736,你博士毕业了。,,,,,,,,,,"EVT?[10586,10587]",EVT?[10736],,,
10737,你进入名企工作。,,,,,,,,,,"EVT?[10586,10587]",EVT?[10737],,,
10738,你的工作并不像其他人盛传的那种996，下午下班后你还去健身。,,,,,,,,,,"EVT?[10586,10587]",EVT?[10738],,,
10739,公司组织去马尔代夫旅游。,,,,,,1,,,,"EVT?[10586,10587]",EVT?[10739],,,
10740,公司的休息厅提供西式茶点，令你很满意。,,,,,,1,,,,"EVT?[10586,10587]",EVT?[10740],,,
10741,普普通通的社畜生活。,,,,,,,,,,"EVT?[10586,10587]",EVT?[10741],,,
10742,你养了一只猫。,,,,,,,,,,"EVT?[10586,10587]","EVT?[10742,10743]",,,
10743,你养了一只狗。,,,,,,,,,,"EVT?[10586,10587]","EVT?[10743,10742]",,,
10744,你养的猫意外死亡。,,,,,,-1,,,,EVT?[10742],(EVT?[10744])|(TLT?[1030]),,,
10745,你养的狗意外死亡。,,,,,,-1,,,,EVT?[10743],(EVT?[10745])|(TLT?[1030]),,,
10746,你升职了。,,,,,1,,,,,"EVT?[10586,10587]","EVT?[10746,10002,10110,10111]",,,
10747,你又升职了。,,,,,1,1,,,,EVT?[10746],"EVT?[10747,10002,10110,10111]",,,
10748,你有次在地铁上被偷了手机，报警后警方高度重视，立即出动，当天就追回了你的手机。,,,,,,,,,,"EVT?[10586,10587]",EVT?[10748],,,
10749,你经常阅读一些财经杂志和哲学书籍。,,,,,,,,,,"EVT?[10586,10587]",EVT?[10749],,,
10750,你在视频APP上分享你的人生，收获大量粉丝。,,,,,,,,,,"(CHR>6)&(EVT?[10586,10587])",EVT?[10750],,,
10751,你经常逛知乎并回答国外和商业相关问题，迅速成为大V。,,,,,,,,,,"EVT?[10586,10587]",EVT?[10751],,,
10752,你逐渐意识到你和普通中国人思维方式的不同。,,,,,,,,,,"EVT?[10586,10587]",EVT?[10752],,,
10753,你经常感到生活中严重的男女不平等。,,,,,,,,,,"EVT?[10586,10587]","EVT?[10753,10001]",,,
10754,你组织一些线下活动，和很多遭遇性别歧视的人一起讨论方案和分享经历。,,,,,,,,,,EVT?[10753],EVT?[10754],,,
10755,你出了一本描绘和分析性别歧视现象的书。,,,,,,,,,,EVT?[10754],EVT?[10755],,,
10756,你的理财收益不错。,,,,,1,,,,,"(MNY>6)&(EVT?[10586,10587])",EVT?[10756],,,
10757,你去黄山旅游。,,,,,,,,,,"EVT?[10586,10587]",EVT?[10757],,,
10758,你请了年假一口气游玩了五岳。,,,,,,,,,,"EVT?[10586,10587]",EVT?[10758],,,
20759,被天价海鲜坑了不少钱。,,,,,,,,,1,,,,,
10759,你去三亚旅游。,,,,,,,,,,"EVT?[10586,10587]",EVT?[10759],INT<7:20759,,
10760,你的一位同事代孕了第三胎。,,,,,,,,,,"EVT?[10586,10587]",EVT?[10760],,,
10761,你参加了一档老外夸中国的综艺节目。,,,,,,,,,,"EVT?[10586,10587]",EVT?[10761],,,
10762,你网上的粉丝很多，你的网红收入甚至超过你的工资。,,,,,1,,,,,"EVT?[10750,10751]",EVT?[10762],,,
10763,你的项目大获成功。,,,,,,,,,,"EVT?[10586,10587]",EVT?[10763],,,
10764,在一次重要的饭局中，你作为翻译出场。,,,,,,,,,,"(INT>2)&(EVT?[10586,10587])",EVT?[10764],,,
10765,你购买了名车名表。,,,,,,,,,,"(MNY>7)&(EVT?[10586,10587])",EVT?[10765],,,
10766,你参加了公司里的斯诺克比赛。,,,,,,,,,,"(STR>3)&(EVT?[10586,10587])",EVT?[10766],,,
10767,你仅凭每月的理财收入就超过99%的人了。,,,,,,,,,,"(MNY>7)&(EVT?[10586,10587])",EVT?[10767],,,
10768,你在一次旅游中遭遇车祸。,,,,,,,,,,"EVT?[10586,10587]",(EVT?[10768])|(TLT?[1043]),"(EVT?[10010])&(EVT?[10007,10008]):30002",,STR<9:10000
10769,你退休了。,,,,,,,,,,"EVT?[10586,10587]",EVT?[10769],,,
20770,【绝密消息】虚拟世界人口已经突破千万。,,,,,,,,,,TLT?[1112],EVT?[20770],,,
10770,【绝密消息】科学家认为大多数人的天赋都是来人间凑数的。,,,,,,,,,,TLT?[1112],EVT?[10770],,,
10771,【绝密消息】你捡到一张纸条，上面写着一位策划的联系方式：846945492。纸条背面又写着：加的人太多了！不加了不加了,,,,,,,,,,TLT?[1112],"EVT?[10771,10772]",,,
